method,case_id,category,fake_record,input_chars,input_bytes,delimiter,quotechar,escapechar,expected_valid,ok,row_count,field_count,header_obs,dialect_obs,parsing_obs,writer_obs,dict_obs,sniffer_obs,numeric_obs,unicode_obs,spreadsheet_obs,interoperability,error_class,correct,reason,naive_should_fail,elapsed_s
csv_reader_declared_dialect_checker,c43_dictreader_restval,dictreader_policy,test_product,10,10,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.6139972507953644e-06
csv_reader_declared_dialect_checker,c44_dictwriter_raise,dictreader_policy,demo_config,24,24,",","""",,False,False,,,,,,,,,,,not_tested,not_tested,,True,,False,4.3795444071292877e-07
csv_reader_declared_dialect_checker,c45_dictwriter_ignore,dictreader_policy,demo_config,25,25,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,,False,4.00003045797348e-07
csv_reader_declared_dialect_checker,c46_field_size_limit,writer_policy,example_note,23,23,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,,False,3.7602148950099945e-07
csv_reader_declared_dialect_checker,c47_naive_split,naive_negative,sample_address,27,27,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,True,1.963903196156025e-05
csv_reader_declared_dialect_checker,c48_naive_linesplit,naive_negative,example_note,23,23,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,True,0.00015004188753664494
csv_reader_declared_dialect_checker,c49_naive_locale,naive_negative,sample_metric,19,19,;,"""",,True,True,2,,,delimiter=';',parsed_declared,,,,,,not_tested,not_tested,,True,,True,7.936032488942146e-06
csv_reader_declared_dialect_checker,c50_schema_not_tested,schema_caveat,toy_invoice,16,16,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.843102604150772e-06
csv_reader_declared_dialect_checker,c51_spreadsheet_not_tested,spreadsheet_caveat,fictional_measurement,15,15,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.673834726214409e-06
csv_reader_declared_dialect_checker,c52_external_not_tested,external_truth_not_tested,test_order,16,16,",","""",,True,True,2,,,"delimiter=','",parsed_declared,,,,,,not_tested,not_tested,,True,,False,3.723893314599991e-06
csv_dictreader_header_checker,c01_simple_comma_header,valid_csv,example_user,22,22,",","""",,True,True,2,,"id,name",,,,,,,,not_tested,not_tested,,True,,False,4.0116021409630775e-05
csv_dictreader_header_checker,c02_headerless,valid_csv,test_order,14,14,",","""",,True,True,1,,"1,Alice",,,,,,,,not_tested,not_tested,,True,,False,1.763296313583851e-05
csv_dictreader_header_checker,c03_quoted_comma,quoting_caveat,sample_address,27,27,",","""",,True,True,1,,"id,addr",,,,,,,,not_tested,not_tested,,True,,True,1.119798980653286e-05
csv_dictreader_header_checker,c04_quoted_newline,newline_caveat,example_note,23,23,",","""",,True,True,1,,"id,msg",,,,,,,,not_tested,not_tested,,True,,True,9.670155122876167e-06
csv_dictreader_header_checker,c05_doubled_quote,quoting_caveat,example_note,22,22,",","""",,True,True,1,,"id,msg",,,,,,,,not_tested,not_tested,,True,,False,8.307863026857376e-06
csv_dictreader_header_checker,c06_escaped_quote,quoting_caveat,example_note,22,22,",","""",\,True,True,1,,"id,msg",,,,,,,,not_tested,not_tested,,True,,False,8.065951988101006e-06
csv_dictreader_header_checker,c07_unescaped_quote,quoting_caveat,example_note,21,21,",","""",,True,True,1,,"id,msg",,,,,,,,not_tested,not_tested,,True,,True,1.286109909415245e-05
csv_dictreader_header_checker,c08_ragged_short,ragged_row_caveat,test_product,16,16,",","""",,True,True,2,,"a,b,c",,,,,,,,not_tested,not_tested,,True,,False,1.1399853974580765e-05
csv_dictreader_header_checker,c09_ragged_long,ragged_row_caveat,test_product,14,14,",","""",,True,True,2,,"a,b",,,,,,,,not_tested,not_tested,,True,,False,1.0228017345070839e-05
csv_dictreader_header_checker,c10_duplicate_header,header_caveat,demo_config,10,10,",","""",,True,True,1,,"id,id",,,,duplicate_key_last_wins,,,,not_tested,not_tested,,True,,False,8.206116035580635e-06
csv_dictreader_header_checker,c11_empty_vs_missing,header_caveat,synthetic_profile,11,11,",","""",,True,True,1,,"a,b,c",,,,,,,,not_tested,not_tested,,True,,False,8.061062544584274e-06
csv_dictreader_header_checker,c12_none_empty,writer_policy,demo_config,16,16,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,,False,6.719492375850677e-07
csv_dictreader_header_checker,c13_skipinitialspace,dialect_caveat,example_user,16,16,",","""",,True,True,1,,"a, b, c",,,,,,,,not_tested,not_tested,,True,,False,1.1299969628453255e-05
csv_dictreader_header_checker,c14_blank_line,newline_caveat,test_order,13,13,",","""",,True,True,2,,"a,b",,,,,,,,not_tested,not_tested,,True,,False,9.840819984674454e-06
csv_dictreader_header_checker,c15_crlf,newline_caveat,test_order,10,10,",","""",,True,True,1,,"a,b",,,,,,,,not_tested,not_tested,,True,,False,7.638940587639809e-06
csv_dictreader_header_checker,c16_lf,newline_caveat,test_order,8,8,",","""",,True,True,1,,"a,b",,,,,,,,not_tested,not_tested,,True,,False,2.425885759294033e-05
csv_dictreader_header_checker,c17_cr,newline_caveat,test_order,8,8,",","""",,True,True,1,,"a,b",,,,,,,,not_tested,not_tested,,True,,False,1.4581019058823586e-05
csv_dictreader_header_checker,c18_newline_policy,newline_caveat,demo_config,8,8,",","""",,True,True,1,,"a,b",,,,,,,,not_tested,not_tested,,True,,False,1.4081131666898727e-05
csv_dictreader_header_checker,c19_bom_header,encoding_caveat,example_user,17,19,",","""",,True,True,1,,"﻿id,name",,,,,,,,not_tested,not_tested,,True,,False,1.3128155842423439e-05
csv_dictreader_header_checker,c20_utf8_text,unicode_caveat,example_note,16,20,",","""",,True,True,1,,"id,msg",,,,,,,,not_tested,not_tested,,True,,False,1.3628043234348297e-05
csv_dictreader_header_checker,c21_unicode_normalization,unicode_caveat,synthetic_profile,15,17,",","""",,True,True,1,,"café,café",,,,,,,,not_tested,not_tested,,True,,False,1.2481119483709335e-05
csv_dictreader_header_checker,c22_emoji_field,unicode_caveat,example_note,13,22,",","""",,True,True,1,,"id,msg",,,,,,,,not_tested,not_tested,,True,,False,8.252914994955063e-06
csv_dictreader_header_checker,c23_semicolon,dialect_caveat,fake_bank_row,16,16,;,"""",,True,True,1,,"id,name",,,,,,,,not_tested,not_tested,,True,,True,8.112983778119087e-06
csv_dictreader_header_checker,c24_tab,dialect_caveat,test_product,16,16,	,"""",,True,True,1,,"id,name",,,,,,,,not_tested,not_tested,,True,,True,7.78702087700367e-06
csv_dictreader_header_checker,c25_pipe,dialect_caveat,test_product,16,16,|,"""",,True,True,1,,"id,name",,,,,,,,not_tested,not_tested,,True,,True,7.454073056578636e-06
csv_dictreader_header_checker,c26_decimal_comma,numeric_text_caveat,sample_metric,19,19,;,"""",,True,True,1,,"id,value",,,,,,,,not_tested,not_tested,,True,,False,8.217990398406982e-06
csv_dictreader_header_checker,c27_thousands_sep,numeric_text_caveat,toy_invoice,23,23,",","""",,True,True,1,,"id,amount",,,,,,,,not_tested,not_tested,,True,,True,1.0298099368810654e-05
csv_dictreader_header_checker,c28_iso_date,numeric_text_caveat,fictional_event,21,21,",","""",,True,True,1,,"id,date",,,,,,,,not_tested,not_tested,,True,,False,7.292022928595543e-06
csv_dictreader_header_checker,c29_formula_injection,spreadsheet_caveat,example_note,21,21,",","""",,True,True,1,,"id,msg",,,,,,,,not_tested,not_tested,,True,,False,9.88994725048542e-06
csv_dictreader_header_checker,c30_excel_auto_date,spreadsheet_caveat,demo_gene_label,16,16,",","""",,True,True,1,,"id,label",,,,,,,,not_tested,not_tested,,True,,False,7.863854989409447e-06
csv_dictreader_header_checker,c31_gene_name,spreadsheet_caveat,demo_gene_label,16,16,",","""",,True,True,1,,"id,gene",,,,,,,,not_tested,not_tested,,True,,False,7.790978997945786e-06
csv_dictreader_header_checker,c32_sniffer_delimiter,sniffer_caveat,test_order,18,18,;,"""",,True,True,2,,"a,b,c",,,,,,,,not_tested,not_tested,,True,,False,1.154700294137001e-05
csv_dictreader_header_checker,c33_sniffer_ambiguous,sniffer_caveat,test_order,8,8,",","""",,True,True,1,,"a,b",,,,,,,,not_tested,not_tested,,True,,False,7.288996130228043e-06
csv_dictreader_header_checker,c34_sniffer_header_fp,sniffer_caveat,test_order,21,21,",","""",,True,True,1,,"Alice,Bob",,,,,,,,not_tested,not_tested,,True,,False,1.0285992175340652e-05
csv_dictreader_header_checker,c35_sniffer_header_fn,sniffer_caveat,test_order,8,8,",","""",,True,True,1,,"1,2",,,,,,,,not_tested,not_tested,,True,,False,7.5660645961761475e-06
csv_dictreader_header_checker,c36_quote_minimal,writer_policy,demo_config,20,20,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,,False,5.881302058696747e-07
csv_dictreader_header_checker,c37_quote_all,writer_policy,demo_config,16,16,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,,False,4.6403147280216217e-07
csv_dictreader_header_checker,c38_quote_none_escape,writer_policy,example_note,24,24,",","""",\,True,False,,,,,,,,,,,not_tested,not_tested,,True,,False,5.359761416912079e-07
csv_dictreader_header_checker,c39_quote_none_no_escape,writer_policy,example_note,27,27,",","""",,False,False,,,,,,,,,,,not_tested,not_tested,,True,,False,3.988388925790787e-07
csv_dictreader_header_checker,c40_quote_nonnumeric,writer_policy,sample_metric,23,23,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,,False,4.279427230358124e-07
csv_dictreader_header_checker,c41_quote_nonnumeric_caveat,writer_policy,sample_metric,30,30,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,,False,4.00003045797348e-07
csv_dictreader_header_checker,c42_dictreader_restkey,dictreader_policy,test_product,12,12,",","""",,True,True,1,,"a,b",,,,restkey_extra_columns,,,,not_tested,not_tested,,True,,False,1.2587057426571846e-05
csv_dictreader_header_checker,c43_dictreader_restval,dictreader_policy,test_product,10,10,",","""",,True,True,1,,"a,b,c",,,,restval_missing_columns,,,,not_tested,not_tested,,True,,False,8.873175829648972e-06
csv_dictreader_header_checker,c44_dictwriter_raise,dictreader_policy,demo_config,24,24,",","""",,False,False,,,,,,,,,,,not_tested,not_tested,,True,,False,5.869660526514053e-07
csv_dictreader_header_checker,c45_dictwriter_ignore,dictreader_policy,demo_config,25,25,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,,False,3.7904828786849976e-07
csv_dictreader_header_checker,c46_field_size_limit,writer_policy,example_note,23,23,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,,False,4.591420292854309e-07
csv_dictreader_header_checker,c47_naive_split,naive_negative,sample_address,27,27,",","""",,True,True,1,,"id,addr",,,,,,,,not_tested,not_tested,,True,,True,1.3082986697554588e-05
csv_dictreader_header_checker,c48_naive_linesplit,naive_negative,example_note,23,23,",","""",,True,True,1,,"id,msg",,,,,,,,not_tested,not_tested,,True,,True,5.742977373301983e-05
csv_dictreader_header_checker,c49_naive_locale,naive_negative,sample_metric,19,19,;,"""",,True,True,1,,"id,value",,,,,,,,not_tested,not_tested,,True,,True,1.288391649723053e-05
csv_dictreader_header_checker,c50_schema_not_tested,schema_caveat,toy_invoice,16,16,",","""",,True,True,1,,"id,price",,,,,,,,not_tested,not_tested,,True,,False,1.102592796087265e-05
csv_dictreader_header_checker,c51_spreadsheet_not_tested,spreadsheet_caveat,fictional_measurement,15,15,",","""",,True,True,1,,"id,value",,,,,,,,not_tested,not_tested,,True,,False,7.964903488755226e-06
csv_dictreader_header_checker,c52_external_not_tested,external_truth_not_tested,test_order,16,16,",","""",,True,True,1,,"id,name",,,,,,,,not_tested,not_tested,,True,,False,1.1984026059508324e-05
csv_writer_roundtrip_checker,c01_simple_comma_header,valid_csv,example_user,22,22,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,4.810048267245293e-06
csv_writer_roundtrip_checker,c02_headerless,valid_csv,test_order,14,14,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,1.9990839064121246e-06
csv_writer_roundtrip_checker,c03_quoted_comma,quoting_caveat,sample_address,27,27,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,True,1.2239906936883926e-06
csv_writer_roundtrip_checker,c04_quoted_newline,newline_caveat,example_note,23,23,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,True,3.597000613808632e-06
csv_writer_roundtrip_checker,c05_doubled_quote,quoting_caveat,example_note,22,22,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,1.1851079761981964e-06
csv_writer_roundtrip_checker,c06_escaped_quote,quoting_caveat,example_note,22,22,",","""",\,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,9.399373084306717e-07
csv_writer_roundtrip_checker,c07_unescaped_quote,quoting_caveat,example_note,21,21,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,True,8.989591151475906e-07
csv_writer_roundtrip_checker,c08_ragged_short,ragged_row_caveat,test_product,16,16,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,8.060596883296967e-07
csv_writer_roundtrip_checker,c09_ragged_long,ragged_row_caveat,test_product,14,14,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,8.041970431804657e-07
csv_writer_roundtrip_checker,c10_duplicate_header,header_caveat,demo_config,10,10,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,1.0880175977945328e-06
csv_writer_roundtrip_checker,c11_empty_vs_missing,header_caveat,synthetic_profile,11,11,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,8.579809218645096e-07
csv_writer_roundtrip_checker,c12_none_empty,writer_policy,demo_config,16,16,",","""",,True,True,,,,,,none_empty_string,,,,,not_tested,not_tested,,True,,False,0.0001727859489619732
csv_writer_roundtrip_checker,c13_skipinitialspace,dialect_caveat,example_user,16,16,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,2.440996468067169e-06
csv_writer_roundtrip_checker,c14_blank_line,newline_caveat,test_order,13,13,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,9.578652679920197e-07
csv_writer_roundtrip_checker,c15_crlf,newline_caveat,test_order,10,10,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,7.890630513429642e-07
csv_writer_roundtrip_checker,c16_lf,newline_caveat,test_order,8,8,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,7.101334631443024e-07
csv_writer_roundtrip_checker,c17_cr,newline_caveat,test_order,8,8,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,6.530899554491043e-07
csv_writer_roundtrip_checker,c18_newline_policy,newline_caveat,demo_config,8,8,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,8.977949619293213e-07
csv_writer_roundtrip_checker,c19_bom_header,encoding_caveat,example_user,17,19,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,7.690396159887314e-07
csv_writer_roundtrip_checker,c20_utf8_text,unicode_caveat,example_note,16,20,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,8.149072527885437e-07
csv_writer_roundtrip_checker,c21_unicode_normalization,unicode_caveat,synthetic_profile,15,17,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,9.059440344572067e-07
csv_writer_roundtrip_checker,c22_emoji_field,unicode_caveat,example_note,13,22,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,7.490161806344986e-07
csv_writer_roundtrip_checker,c23_semicolon,dialect_caveat,fake_bank_row,16,16,;,"""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,True,8.330680429935455e-07
csv_writer_roundtrip_checker,c24_tab,dialect_caveat,test_product,16,16,	,"""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,True,6.76838681101799e-07
csv_writer_roundtrip_checker,c25_pipe,dialect_caveat,test_product,16,16,|,"""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,True,6.831251084804535e-07
csv_writer_roundtrip_checker,c26_decimal_comma,numeric_text_caveat,sample_metric,19,19,;,"""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,8.950009942054749e-07
csv_writer_roundtrip_checker,c27_thousands_sep,numeric_text_caveat,toy_invoice,23,23,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,True,7.760245352983475e-07
csv_writer_roundtrip_checker,c28_iso_date,numeric_text_caveat,fictional_event,21,21,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,7.669441401958466e-07
csv_writer_roundtrip_checker,c29_formula_injection,spreadsheet_caveat,example_note,21,21,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,1.0200310498476028e-06
csv_writer_roundtrip_checker,c30_excel_auto_date,spreadsheet_caveat,demo_gene_label,16,16,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,8.798670023679733e-07
csv_writer_roundtrip_checker,c31_gene_name,spreadsheet_caveat,demo_gene_label,16,16,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,8.060596883296967e-07
csv_writer_roundtrip_checker,c32_sniffer_delimiter,sniffer_caveat,test_order,18,18,;,"""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,9.690411388874054e-07
csv_writer_roundtrip_checker,c33_sniffer_ambiguous,sniffer_caveat,test_order,8,8,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,8.908100426197052e-07
csv_writer_roundtrip_checker,c34_sniffer_header_fp,sniffer_caveat,test_order,21,21,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,8.868519216775894e-07
csv_writer_roundtrip_checker,c35_sniffer_header_fn,sniffer_caveat,test_order,8,8,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,8.100178092718124e-07
csv_writer_roundtrip_checker,c36_quote_minimal,writer_policy,demo_config,20,20,",","""",,True,True,,,,,,quote_minimal,,,,,not_tested,not_tested,,True,,False,7.584411650896072e-05
csv_writer_roundtrip_checker,c37_quote_all,writer_policy,demo_config,16,16,",","""",,True,True,,,,,,quote_all,,,,,not_tested,not_tested,,True,,False,6.375834345817566e-06
csv_writer_roundtrip_checker,c38_quote_none_escape,writer_policy,example_note,24,24,",","""",\,True,True,,,,,,quote_none_escape,,,,,not_tested,not_tested,,True,,False,4.270114004611969e-06
csv_writer_roundtrip_checker,c39_quote_none_no_escape,writer_policy,example_note,27,27,",","""",,False,True,,,,,,quote_none_no_escape_negative,,,,,not_tested,not_tested,,True,,False,6.234040483832359e-06
csv_writer_roundtrip_checker,c40_quote_nonnumeric,writer_policy,sample_metric,23,23,",","""",,True,True,,,,,,quote_nonnumeric,,,float_conversion,,not_tested,not_tested,,True,,False,8.573988452553749e-06
csv_writer_roundtrip_checker,c41_quote_nonnumeric_caveat,writer_policy,sample_metric,30,30,",","""",,True,True,,,,,,quote_nonnumeric_caveat,,,bool_fraction_not_universal,,not_tested,not_tested,,True,,False,1.357169821858406e-06
csv_writer_roundtrip_checker,c42_dictreader_restkey,dictreader_policy,test_product,12,12,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,1.1720694601535797e-06
csv_writer_roundtrip_checker,c43_dictreader_restval,dictreader_policy,test_product,10,10,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,9.129289537668228e-07
csv_writer_roundtrip_checker,c44_dictwriter_raise,dictreader_policy,demo_config,24,24,",","""",,False,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,1.0230578482151031e-06
csv_writer_roundtrip_checker,c45_dictwriter_ignore,dictreader_policy,demo_config,25,25,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,9.061768651008606e-07
csv_writer_roundtrip_checker,c46_field_size_limit,writer_policy,example_note,23,23,",","""",,True,True,,,,,,field_size_policy,,,,,not_tested,not_tested,,True,,False,2.0239967852830887e-06
csv_writer_roundtrip_checker,c47_naive_split,naive_negative,sample_address,27,27,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,True,8.130446076393127e-07
csv_writer_roundtrip_checker,c48_naive_linesplit,naive_negative,example_note,23,23,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,True,8.819624781608582e-07
csv_writer_roundtrip_checker,c49_naive_locale,naive_negative,sample_metric,19,19,;,"""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,True,7.809139788150787e-07
csv_writer_roundtrip_checker,c50_schema_not_tested,schema_caveat,toy_invoice,16,16,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,9.059440344572067e-07
csv_writer_roundtrip_checker,c51_spreadsheet_not_tested,spreadsheet_caveat,fictional_measurement,15,15,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,1.0188668966293335e-06
csv_writer_roundtrip_checker,c52_external_not_tested,external_truth_not_tested,test_order,16,16,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,skip,False,9.231735020875931e-07
csv_sniffer_delimiter_demo,c01_simple_comma_header,valid_csv,example_user,22,22,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.0009202701039612293
csv_sniffer_delimiter_demo,c02_headerless,valid_csv,test_order,14,14,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.00018411781638860703
csv_sniffer_delimiter_demo,c03_quoted_comma,quoting_caveat,sample_address,27,27,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,True,0.00020215404219925404
csv_sniffer_delimiter_demo,c04_quoted_newline,newline_caveat,example_note,23,23,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,True,3.8621947169303894e-05
csv_sniffer_delimiter_demo,c05_doubled_quote,quoting_caveat,example_note,22,22,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,3.441818989813328e-05
csv_sniffer_delimiter_demo,c06_escaped_quote,quoting_caveat,example_note,22,22,",","""",\,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,2.6758993044495583e-05
csv_sniffer_delimiter_demo,c07_unescaped_quote,quoting_caveat,example_note,21,21,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,True,2.578715793788433e-05
csv_sniffer_delimiter_demo,c08_ragged_short,ragged_row_caveat,test_product,16,16,",","""",,True,False,,,,,,,,sniffer_failed,,,not_tested,not_tested,Error,True,,False,0.0002583088353276253
csv_sniffer_delimiter_demo,c09_ragged_long,ragged_row_caveat,test_product,14,14,",","""",,True,False,,,,,,,,sniffer_failed,,,not_tested,not_tested,Error,True,,False,0.00019174301996827126
csv_sniffer_delimiter_demo,c10_duplicate_header,header_caveat,demo_config,10,10,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.00015930994413793087
csv_sniffer_delimiter_demo,c11_empty_vs_missing,header_caveat,synthetic_profile,11,11,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.0001567730214446783
csv_sniffer_delimiter_demo,c12_none_empty,writer_policy,demo_config,16,16,",","""",,True,False,,,,,,,,,,,not_tested,not_tested,,True,,False,1.0891817510128021e-06
csv_sniffer_delimiter_demo,c13_skipinitialspace,dialect_caveat,example_user,16,16,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.0001586440484970808
csv_sniffer_delimiter_demo,c14_blank_line,newline_caveat,test_order,13,13,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.00018905382603406906
csv_sniffer_delimiter_demo,c15_crlf,newline_caveat,test_order,10,10,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.00016749300993978977
csv_sniffer_delimiter_demo,c16_lf,newline_caveat,test_order,8,8,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.00015060207806527615
csv_sniffer_delimiter_demo,c17_cr,newline_caveat,test_order,8,8,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.00011495593935251236
csv_sniffer_delimiter_demo,c18_newline_policy,newline_caveat,demo_config,8,8,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.00014801393263041973
csv_sniffer_delimiter_demo,c19_bom_header,encoding_caveat,example_user,17,19,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.00016840803436934948
csv_sniffer_delimiter_demo,c20_utf8_text,unicode_caveat,example_note,16,20,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.0002284639049321413
csv_sniffer_delimiter_demo,c21_unicode_normalization,unicode_caveat,synthetic_profile,15,17,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.00020680180750787258
csv_sniffer_delimiter_demo,c22_emoji_field,unicode_caveat,example_note,13,22,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.00016951421275734901
csv_sniffer_delimiter_demo,c23_semicolon,dialect_caveat,fake_bank_row,16,16,;,"""",,True,True,,,,delimiter=';',,,,guessed_';',,,not_tested,not_tested,,True,,True,0.00015943101607263088
csv_sniffer_delimiter_demo,c24_tab,dialect_caveat,test_product,16,16,	,"""",,True,True,,,,delimiter='\t',,,,guessed_'\t',,,not_tested,not_tested,,True,,True,0.00015908502973616123
csv_sniffer_delimiter_demo,c25_pipe,dialect_caveat,test_product,16,16,|,"""",,True,True,,,,delimiter='|',,,,guessed_'|',,,not_tested,not_tested,,True,,True,0.00015787198208272457
csv_sniffer_delimiter_demo,c26_decimal_comma,numeric_text_caveat,sample_metric,19,19,;,"""",,True,True,,,,delimiter=';',,,,guessed_';',,,not_tested,not_tested,,True,,False,0.000247020972892642
csv_sniffer_delimiter_demo,c27_thousands_sep,numeric_text_caveat,toy_invoice,23,23,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,True,3.566499799489975e-05
csv_sniffer_delimiter_demo,c28_iso_date,numeric_text_caveat,fictional_event,21,21,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.00018264306709170341
csv_sniffer_delimiter_demo,c29_formula_injection,spreadsheet_caveat,example_note,21,21,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.00017176009714603424
csv_sniffer_delimiter_demo,c30_excel_auto_date,spreadsheet_caveat,demo_gene_label,16,16,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.0001636110246181488
csv_sniffer_delimiter_demo,c31_gene_name,spreadsheet_caveat,demo_gene_label,16,16,",","""",,True,True,,,,"delimiter=','",,,,"guessed_','",,,not_tested,not_tested,,True,,False,0.0001632289495319128
csv_sniffer_delimiter_demo,c32_sniffer_delimiter,sniffer_caveat,test_order,18,18,;,"""",,True,True,,,,delimiter=';',,,,sniffer_correct,,,not_tested,not_tested,,True,,False,0.00020302808843553066
csv_sniffer_delimiter_demo,c33_sniffer_ambiguous,sniffer_caveat,test_order,8,8,",","""",,True,True,,,,"delimiter=','",,,,sniffer_ambiguous,,,not_tested,not_tested,,True,,False,0.00015338091179728508
